Date,State,Confirmed,Recovered,Deaths,Other,Tested
2021-10-13,Nagaland,31507,29580,673,1016,384073
2021-10-13,Odisha,1033288,1020168,8321,0,20827920
2021-10-13,Punjab,601938,585183,16532,0,14902458
2021-10-13,Puducherry,127210,124710,1849,0,1857872
2021-10-13,Rajasthan,954374,945384,8954,0,14569813
2021-10-13,Sikkim,31716,30783,390,318,254554
2021-10-13,Telangana,668450,660305,3934,0,26913612
2021-10-13,Tamil Nadu,2682137,2630654,35833,0,48880069
2021-10-13,Tripura,84282,83289,813,63,1938496
2021-10-13,India,34019696,33355115,451469,13110,587664525
2021-10-13,Uttar Pradesh,1709996,1686960,22897,0,80787057
2021-10-13,Uttarakhand,343701,330032,7397,6119,7576643
2021-10-13,West Bengal,1578482,1551890,18935,0,18591682
2021-10-14,Andaman and Nicobar Islands,7640,7501,129,0,575298
2021-10-14,Andhra Pradesh,2059122,2038248,14286,0,28879945
2021-10-14,Arunachal Pradesh,54958,54476,280,0,1168106
2021-10-14,Assam,605847,596263,5938,1347,24093732
2021-10-14,Bihar,726016,716313,9661,1,47929626
2021-10-14,Chandigarh,65295,64443,820,0,765417
2021-10-14,Chhattisgarh,1005614,991841,13570,0,13392793
2021-10-14,Delhi,1439311,1413885,25089,0,28499638
2021-10-14,Dadra and Nagar Haveli and Daman and Diu,10678,10640,4,31,72410
2021-10-14,Goa,177356,173342,3335,0,1411608
2021-10-14,Gujarat,826244,815943,10086,0,30128812
2021-10-14,Himachal Pradesh,221113,216010,3699,17,3560917
2021-10-14,Haryana,771035,760869,10049,0,12703960
2021-10-14,Jharkhand,348406,343141,5135,0,15366399
2021-10-14,Jammu and Kashmir,330834,325473,4426,0,15541140
2021-10-14,Karnataka,2982399,2934870,37922,29,49178421
2021-10-14,Kerala,4829944,4706856,26667,529,36570157
2021-10-14,Ladakh,20867,20615,208,0,547678
2021-10-14,Lakshadweep,10365,10268,51,44,259369
2021-10-14,Maharashtra,6586280,6413418,139705,3597,60683524
2021-10-14,Meghalaya,82734,80411,1431,0,1114965
2021-10-14,Manipur,122432,119099,1889,0,1334619
2021-10-14,Madhya Pradesh,792669,782035,10523,0,19357779
2021-10-14,Mizoram,109818,96744,373,0,1192652
2021-10-14,Nagaland,31516,29597,673,1016,384643
2021-10-14,Odisha,1033809,1020645,8327,0,20892297
2021-10-14,Punjab,601968,585199,16538,0,14932493
2021-10-14,Puducherry,127259,124763,1849,0,1861586
2021-10-14,Rajasthan,954382,945386,8954,0,14579310
2021-10-14,Sikkim,31722,30790,390,318,254744
2021-10-14,Telangana,668618,660512,3935,0,26913612
2021-10-14,Tamil Nadu,2683396,2632092,35853,0,49017492
2021-10-14,Tripura,84288,83294,813,63,1939507
2021-10-14,India,34036684,33374485,451847,13113,588844673
2021-10-14,Uttar Pradesh,1710008,1686976,22897,0,80958784
2021-10-14,Uttarakhand,343729,330036,7397,6121,7591380
2021-10-14,West Bengal,1579012,1552491,18945,0,18609800
2021-10-15,Andaman and Nicobar Islands,7641,7503,129,0,576761
2021-10-15,Andhra Pradesh,2059708,2038960,14295,0,28924891
2021-10-15,Arunachal Pradesh,54964,54501,280,0,1168659
2021-10-15,Assam,605994,596547,5939,1347,24109537
2021-10-15,Bihar,726021,716314,9661,1,48020452
2021-10-15,Chandigarh,65297,64447,820,0,767112
2021-10-15,Chhattisgarh,1005624,991857,13570,0,13401638
2021-10-15,Delhi,1439337,1413921,25089,0,28559291
2021-10-15,Dadra and Nagar Haveli and Daman and Diu,10678,10640,4,31,72410
2021-10-15,Goa,177410,173423,3339,0,1415124
2021-10-15,Gujarat,826258,815960,10086,0,30173663
2021-10-15,Himachal Pradesh,221203,216124,3701,17,3564452
2021-10-15,Haryana,771049,760884,10049,0,12724843
2021-10-15,Jharkhand,348415,343150,5135,0,15394161
2021-10-15,Jammu and Kashmir,330885,325564,4426,0,15587199
2021-10-15,Karnataka,2982869,2935238,37931,29,49272227
2021-10-15,Kerala,4838811,4716728,26734,529,36649711
2021-10-15,Ladakh,20871,20621,208,0,548326
2021-10-15,Lakshadweep,10365,10269,51,44,259488
2021-10-15,Maharashtra,6588429,6415316,139734,3597,60809054
2021-10-15,Meghalaya,82815,80490,1432,0,1117764
2021-10-15,Manipur,122545,119208,1893,0,1337237
2021-10-15,Madhya Pradesh,792675,782046,10523,0,19413024
2021-10-15,Mizoram,110719,97955,376,0,1199597
2021-10-15,Nagaland,31547,29625,674,1020,385309
2021-10-15,Odisha,1034276,1021180,8332,0,20952333
2021-10-15,Punjab,601992,585224,16540,0,14963767
2021-10-15,Puducherry,127296,124836,1849,0,1864842
2021-10-15,Rajasthan,954383,945389,8954,0,14593931
2021-10-15,Sikkim,31739,30841,391,318,254993
2021-10-15,Telangana,668722,660730,3936,0,26965431
2021-10-15,Tamil Nadu,2684641,2633534,35869,0,49153252
2021-10-15,Tripura,84292,83306,813,63,1941213
2021-10-15,India,34052687,33392353,452010,13118,589835258
2021-10-15,Uttar Pradesh,1710014,1686984,22897,0,80958784
2021-10-15,Uttarakhand,343739,330041,7397,6122,7603099
2021-10-15,West Bengal,1579463,1552997,18953,0,18631017
2021-10-16,Andaman and Nicobar Islands,7641,7503,129,0,577703
2021-10-16,Andhra Pradesh,2060040,2039545,14302,0,28954134
2021-10-16,Arunachal Pradesh,54980,54530,280,0,1170170
2021-10-16,Assam,606263,596837,5944,1347,24142328
2021-10-16,Bihar,726021,716316,9661,1,48096766
2021-10-16,Chandigarh,65299,64451,820,0,768645
2021-10-16,Chhattisgarh,1005638,991887,13570,0,13416648
2021-10-16,Delhi,1439358,1413943,25089,0,28608161
2021-10-16,Dadra and Nagar Haveli and Daman and Diu,10678,10640,4,31,72410
2021-10-16,Goa,177462,173510,3342,0,1419312
2021-10-16,Gujarat,826280,815981,10086,0,30245566
2021-10-16,Himachal Pradesh,221306,216288,3703,17,3570492
2021-10-16,Haryana,771061,760898,10049,0,12681723
2021-10-16,Jharkhand,348423,343165,5135,0,15419795
2021-10-16,Jammu and Kashmir,330967,325686,4426,0,15631605
2021-10-16,Karnataka,2983133,2935659,37937,29,49332368
2021-10-16,Kerala,4846766,4728497,26791,529,36729483
2021-10-16,Ladakh,20876,20622,208,0,548883
2021-10-16,Lakshadweep,10365,10270,51,44,259921
2021-10-16,Maharashtra,6589982,6416998,139760,3597,60909998
2021-10-16,Meghalaya,82898,80587,1434,0,1119749
2021-10-16,Manipur,122633,119316,1895,0,1339247
2021-10-16,Madhya Pradesh,792679,782060,10523,0,19453432
2021-10-16,Mizoram,111651,99440,381,0,1206399
2021-10-16,Nagaland,31571,29639,674,1022,385867
2021-10-16,Odisha,1034634,1021742,8335,0,21006042
2021-10-16,Punjab,602008,585248,16541,0,14980391
2021-10-16,Puducherry,127344,124897,1849,0,1868665
2021-10-16,Rajasthan,954388,945390,8954,0,14601452
2021-10-16,Sikkim,31745,30854,391,318,255137
2021-10-16,Telangana,668833,660917,3937,0,26995481
2021-10-16,Tamil Nadu,2685874,2634968,35884,0,49283503
2021-10-16,Tripura,84296,83318,813,63,1941923
2021-10-16,India,34066765,33412139,452156,13124,590935381
2021-10-16,Uttar Pradesh,1710019,1686992,22898,0,81241443
2021-10-16,Uttarakhand,343747,330047,7397,6126,7614498
2021-10-16,West Bengal,1579906,1553498,18963,0,18650035
2021-10-17,Andaman and Nicobar Islands,7642,7505,129,0,579071
2021-10-17,Andhra Pradesh,2060472,2040131,14307,0,28985846
2021-10-17,Arunachal Pradesh,54987,54567,280,0,1171144
2021-10-17,Assam,606468,597082,5950,1347,24161678
2021-10-17,Bihar,726026,716317,9661,1,48215019
2021-10-17,Chandigarh,65302,64457,820,0,770059
2021-10-17,Chhattisgarh,1005654,991901,13570,0,13428330
2021-10-17,Delhi,1439390,1413981,25089,0,28653028
2021-10-17,Dadra and Nagar Haveli and Daman and Diu,10679,10640,4,31,72410
2021-10-17,Goa,177522,173572,3346,0,1423081
2021-10-17,Gujarat,826290,815997,10086,0,30280132
2021-10-17,Himachal Pradesh,221437,216413,3704,17,3574447
2021-10-17,Haryana,771076,760904,10049,0,12755597
2021-10-17,Jharkhand,348430,343173,5135,0,15451794
2021-10-17,Jammu and Kashmir,331062,325793,4426,0,15675779
2021-10-17,Karnataka,2983459,2936039,37941,29,49411110
2021-10-17,Kerala,4854321,4739270,26865,529,36802640
2021-10-17,Ladakh,20878,20634,208,0,549477
2021-10-17,Lakshadweep,10365,10270,51,44,260003
2021-10-17,Maharashtra,6591697,6419678,139789,3599,61020463
2021-10-17,Meghalaya,82953,80673,1435,0,1119804
2021-10-17,Manipur,122737,119418,1897,0,1341594
2021-10-17,Madhya Pradesh,792684,782077,10523,0,19509181
2021-10-17,Mizoram,112599,100829,383,0,1213322
2021-10-17,Nagaland,31611,29667,674,1022,386392
2021-10-17,Odisha,1035077,1022250,8338,0,21061157
2021-10-17,Punjab,602035,585264,16544,0,15008920
2021-10-17,Puducherry,127396,124961,1850,0,1872784
2021-10-17,Rajasthan,954390,945394,8954,0,14617381
2021-10-17,Sikkim,31749,30866,391,318,255386
2021-10-17,Telangana,668955,661093,3938,0,27022157
2021-10-17,Tamil Nadu,2687092,2636379,35899,0,49411816
2021-10-17,Tripura,84302,83326,813,63,1944491
2021-10-17,India,34081051,33431718,452321,13127,591924874
2021-10-17,Uttar Pradesh,1710028,1687011,22898,0,81382986
2021-10-17,Uttarakhand,343756,330054,7397,6127,7625367
2021-10-17,West Bengal,1580530,1554132,18977,0,18677183
2021-10-18,Andaman and Nicobar Islands,7642,7506,129,0,580274
2021-10-18,Andhra Pradesh,2060804,2040782,14313,0,29016065
2021-10-18,Arunachal Pradesh,55014,54589,280,0,1173839
2021-10-18,Assam,606766,597348,5957,1347,24202721
2021-10-18,Bihar,726028,716323,9661,1,48315314
2021-10-18,Chandigarh,65306,64462,820,0,771820
2021-10-18,Chhattisgarh,1005681,991922,13570,0,13448038
2021-10-18,Delhi,1439405,1414018,25089,0,28697767
2021-10-18,Dadra and Nagar Haveli and Daman and Diu,10679,10640,4,31,72410
2021-10-18,Goa,177579,173629,3350,0,1426583
2021-10-18,Gujarat,826308,816029,10086,0,30321269
2021-10-18,Himachal Pradesh,221604,216608,3709,17,3581230
2021-10-18,Haryana,771092,760917,10049,0,12767147
2021-10-18,Jharkhand,348444,343184,5135,0,15483404
2021-10-18,Jammu and Kashmir,331137,325893,4428,0,15714258
2021-10-18,Karnataka,2983673,2936527,37953,29,49489011
2021-10-18,Kerala,4860997,4750293,26925,529,36871308
2021-10-18,Ladakh,20881,20639,208,0,550094
2021-10-18,Lakshadweep,10365,10270,51,44,260871
2021-10-18,Maharashtra,6593182,6421756,139816,3602,61116353
2021-10-18,Meghalaya,83014,80799,1438,0,1123290
2021-10-18,Manipur,122804,119524,1897,0,1343052
2021-10-18,Madhya Pradesh,792690,782086,10523,0,19557748
2021-10-18,Mizoram,112848,102036,388,0,1215786
2021-10-18,Nagaland,31627,29676,675,1024,386994
2021-10-18,Odisha,1035417,1022780,8343,0,21118450
2021-10-18,Punjab,602059,585296,16544,0,15024348
2021-10-18,Puducherry,127424,125051,1850,0,1876630
2021-10-18,Rajasthan,954392,945395,8954,0,14623014
2021-10-18,Sikkim,31756,30882,391,318,255603
2021-10-18,Telangana,669163,661294,3940,0,27067575
2021-10-18,Tamil Nadu,2688284,2637802,35912,0,49538602
2021-10-18,Tripura,84318,83338,813,63,1945777
2021-10-18,India,34093390,33451178,452485,13133,593106188
2021-10-18,Uttar Pradesh,1710028,1687011,22898,0,81522640
2021-10-18,Uttarakhand,343759,330058,7397,6128,7635444
2021-10-18,West Bengal,1581220,1554815,18989,0,18700202
2021-10-19,Andaman and Nicobar Islands,7646,7509,129,0,581843
2021-10-19,Andhra Pradesh,2061287,2041316,14317,0,29056256
2021-10-19,Arunachal Pradesh,55031,54606,280,0,1175688
2021-10-19,Assam,607119,597577,5957,1347,24242375
2021-10-19,Bihar,726033,716330,9661,1,48441141
2021-10-19,Chandigarh,65310,64465,820,0,773561
2021-10-19,Chhattisgarh,1005701,991943,13570,0,13462243
2021-10-19,Delhi,1439441,1414029,25090,0,28756046
2021-10-19,Dadra and Nagar Haveli and Daman and Diu,10679,10640,4,31,72410
2021-10-19,Goa,177659,173685,3354,0,1430772
2021-10-19,Gujarat,826326,816055,10086,0,30358522
2021-10-19,Himachal Pradesh,221826,216750,3711,17,3589672
2021-10-19,Haryana,771101,760926,10049,0,12787433
2021-10-19,Jharkhand,348461,343198,5135,0,15521299
2021-10-19,Jammu and Kashmir,331221,325990,4428,0,15752720
2021-10-19,Karnataka,2984022,2936926,37967,29,49574033
2021-10-19,Kerala,4868640,4760781,27002,529,36953716
2021-10-19,Ladakh,20883,20641,208,0,550681
2021-10-19,Lakshadweep,10365,10270,51,44,260352
2021-10-19,Maharashtra,6594820,6424547,139865,3603,61248820
2021-10-19,Meghalaya,83079,80900,1439,0,1126461
2021-10-19,Manipur,122899,119640,1901,0,1345540
2021-10-19,Madhya Pradesh,792700,782098,10523,0,19617747
2021-10-19,Mizoram,113801,103305,392,0,1225486
2021-10-19,Nagaland,31641,29693,676,1025,387814
2021-10-19,Odisha,1035973,1023398,8347,0,21175476
2021-10-19,Punjab,602081,585316,16549,0,15054250
2021-10-19,Puducherry,127479,125137,1852,0,1880847
2021-10-19,Rajasthan,954392,945400,8954,0,14640255
2021-10-19,Sikkim,31783,30892,392,318,256140
2021-10-19,Telangana,669365,661484,3941,0,27114383
2021-10-19,Tamil Nadu,2689463,2639209,35928,0,49663451
2021-10-19,Tripura,84340,83351,813,63,1948938
2021-10-19,India,34108325,33470623,452684,13135,594429890
2021-10-19,Uttar Pradesh,1710047,1687031,22898,0,81649962
2021-10-19,Uttarakhand,343765,330065,7397,6128,7644446
2021-10-19,West Bengal,1581946,1555520,18998,0,18733414
2021-10-20,Andaman and Nicobar Islands,7646,7510,129,0,583314
2021-10-20,Andhra Pradesh,2061810,2041924,14320,0,29100342
2021-10-20,Arunachal Pradesh,55043,54625,280,0,1177033
2021-10-20,Assam,607427,597859,5958,1347,24282029
2021-10-20,Bihar,726036,716345,9661,1,48579142
2021-10-20,Chandigarh,65312,64468,820,0,775259
2021-10-20,Chhattisgarh,1005735,991979,13571,0,13484118
2021-10-20,Delhi,1439466,1414066,25090,0,28812339
2021-10-20,Dadra and Nagar Haveli and Daman and Diu,10679,10642,4,31,72410
2021-10-20,Goa,177706,173755,3354,0,1435769
2021-10-20,Gujarat,826340,816077,10087,0,30402765
2021-10-20,Himachal Pradesh,221936,216814,3711,17,3593910
2021-10-20,Haryana,771116,760934,10049,0,12808005
2021-10-20,Jharkhand,348486,343209,5135,0,15521299
2021-10-20,Jammu and Kashmir,331299,326070,4429,0,15789527
2021-10-20,Karnataka,2984484,2937405,37976,29,49690154
2021-10-20,Kerala,4879790,4769373,27084,529,37047867
2021-10-20,Ladakh,20886,20644,208,0,551504
2021-10-20,Lakshadweep,10365,10270,51,44,260731
2021-10-20,Maharashtra,6596645,6427426,139886,3605,61370390
2021-10-20,Meghalaya,83158,80958,1439,0,1129283
2021-10-20,Manipur,122970,119706,1904,0,1347621
2021-10-20,Madhya Pradesh,792709,782104,10523,0,19670377
2021-10-20,Mizoram,114466,104548,395,0,1226151
2021-10-20,Nagaland,31659,29702,676,1026,388526
2021-10-20,Odisha,1036532,1023849,8349,0,21246062
2021-10-20,Punjab,602113,585331,16550,0,15086396
2021-10-20,Puducherry,127521,125208,1852,0,1884912
2021-10-20,Rajasthan,954393,945401,8954,0,14649080
2021-10-20,Sikkim,31800,30914,393,318,256663
2021-10-20,Telangana,669556,661646,3942,0,27156065
2021-10-20,Tamil Nadu,2690633,2640627,35948,0,49792210
2021-10-20,Tripura,84346,83368,813,63,1950686
2021-10-20,India,34126707,33488191,452844,13138,595742218
2021-10-20,Uttar Pradesh,1710058,1687048,22898,0,81649962
2021-10-20,Uttarakhand,343773,330071,7398,6128,7651916
2021-10-20,West Bengal,1582813,1556315,19007,0,18769087
2021-10-21,Andaman and Nicobar Islands,7646,7510,129,0,584772
2021-10-21,Andhra Pradesh,2062303,2042476,14327,0,29142162
2021-10-21,Arunachal Pradesh,55065,54645,280,0,1178328
2021-10-21,Assam,607811,598087,5962,1347,24344565
2021-10-21,Bihar,726042,716351,9661,1,48725005
2021-10-21,Chandigarh,65315,64469,820,0,777076
2021-10-21,Chhattisgarh,1005773,991995,13572,0,13506346
2021-10-21,Delhi,1439488,1414087,25090,0,28854902
2021-10-21,Dadra and Nagar Haveli and Daman and Diu,10681,10642,4,31,72410
2021-10-21,Goa,177765,173790,3357,0,1439828
2021-10-21,Gujarat,826353,816110,10087,0,30457804
2021-10-21,Himachal Pradesh,222138,216954,3715,17,3601015
2021-10-21,Haryana,771125,760945,10049,0,12821915
2021-10-21,Jharkhand,348526,343225,5135,0,15521299
2021-10-21,Jammu and Kashmir,331386,326143,4429,0,15833125
2021-10-21,Karnataka,2984849,2937848,37984,29,49807867
2021-10-21,Kerala,4888523,4779228,27202,529,37134170
2021-10-21,Ladakh,20896,20645,208,0,552127
2021-10-21,Lakshadweep,10365,10270,51,44,261103
2021-10-21,Maharashtra,6598218,6430394,139925,3607,61494090
2021-10-21,Meghalaya,83210,81034,1441,0,1131468
2021-10-21,Manipur,123051,119800,1905,0,1349383
2021-10-21,Madhya Pradesh,792721,782110,10523,0,19722437
2021-10-21,Mizoram,115207,105510,400,0,1234415
2021-10-21,Nagaland,31670,29717,677,1026,389226
2021-10-21,Odisha,1037056,1024422,8351,0,21314981
2021-10-21,Punjab,602135,585358,16551,0,15105691
2021-10-21,Puducherry,127564,125258,1852,0,1887865
2021-10-21,Rajasthan,954395,945405,8954,0,14666901
2021-10-21,Sikkim,31819,30923,393,318,257028
2021-10-21,Telangana,669739,661829,3943,0,27197428
2021-10-21,Tamil Nadu,2691797,2642039,35968,0,49922030
2021-10-21,Tripura,84348,83377,813,63,1951997
2021-10-21,India,34142481,33506833,453076,13140,597066481
2021-10-21,Uttar Pradesh,1710068,1687062,22899,0,81967101
2021-10-21,Uttarakhand,343787,330085,7398,6128,7663757
2021-10-21,West Bengal,1583646,1557090,19021,0,18802105
2021-10-22,Andaman and Nicobar Islands,7646,7511,129,0,586240
2021-10-22,Andhra Pradesh,2062781,2043050,14333,0,29185656
2021-10-22,Arunachal Pradesh,55075,54654,280,0,1179267
2021-10-22,Assam,608126,598296,5964,1347,24383464
2021-10-22,Bihar,726045,716354,9661,1,48863071
2021-10-22,Chandigarh,65320,64472,820,0,778861
2021-10-22,Chhattisgarh,1005799,992013,13572,0,13528422
2021-10-22,Delhi,1439526,1414095,25091,0,28910811
2021-10-22,Dadra and Nagar Haveli and Daman and Diu,10681,10642,4,31,72410
2021-10-22,Goa,177819,173862,3357,0,1443383
2021-10-22,Gujarat,826378,816126,10087,0,30514147
2021-10-22,Himachal Pradesh,222312,217095,3717,17,3610545
2021-10-22,Haryana,771133,760962,10049,0,12844130
2021-10-22,Jharkhand,348562,343244,5135,0,15521299
2021-10-22,Jammu and Kashmir,331494,326195,4429,0,15876555
2021-10-22,Karnataka,2985227,2938312,37995,29,49910988
2021-10-22,Kerala,4897884,4788629,27765,529,37214563
2021-10-22,Ladakh,20896,20648,208,0,552601
2021-10-22,Lakshadweep,10365,10270,51,44,261525
2021-10-22,Maharashtra,6599850,6432138,139965,3609,61626299
2021-10-22,Meghalaya,83269,81128,1443,0,1133602
2021-10-22,Manipur,123107,120294,1907,0,1351047
2021-10-22,Madhya Pradesh,792729,782126,10523,0,19782872
2021-10-22,Mizoram,115944,106653,400,0,1242248
2021-10-22,Nagaland,31689,29738,678,1028,389777
2021-10-22,Odisha,1037523,1025025,8354,0,21381849
2021-10-22,Punjab,602163,585382,16551,0,15138673
2021-10-22,Puducherry,127621,125314,1853,0,1890991
2021-10-22,Rajasthan,954396,945410,8954,0,14684727
2021-10-22,Sikkim,31842,30947,393,319,257555
2021-10-22,Telangana,669932,662025,3944,0,27239795
2021-10-22,Tamil Nadu,2692949,2643431,35987,0,50051603
2021-10-22,Tripura,84366,83385,813,63,1955216
2021-10-22,India,34158808,33524469,453742,13153,598431162
2021-10-22,Uttar Pradesh,1710068,1687062,22899,0,82145330
2021-10-22,Uttarakhand,343799,330099,7398,6136,7675527
2021-10-22,West Bengal,1584492,1557882,19033,0,18842408
2021-10-23,Andaman and Nicobar Islands,7648,7511,129,0,587939
2021-10-23,Andhra Pradesh,2063177,2043616,14339,0,29226511
2021-10-23,Arunachal Pradesh,55089,54667,280,0,1180263
2021-10-23,Assam,608450,598515,5967,1347,24423232
2021-10-23,Bihar,726054,716357,9661,1,49004812
2021-10-23,Chandigarh,65321,64474,820,0,780476
2021-10-23,Chhattisgarh,1005827,992025,13572,0,13549434
2021-10-23,Delhi,1439566,1414141,25091,0,28971963
2021-10-23,Dadra and Nagar Haveli and Daman and Diu,10681,10642,4,31,72410
2021-10-23,Goa,177852,173920,3358,0,1446807
2021-10-23,Gujarat,826402,816147,10087,0,30567173
2021-10-23,Himachal Pradesh,222569,217256,3718,17,3619237
2021-10-23,Haryana,771141,760977,10049,0,12865337
2021-10-23,Jharkhand,348592,343255,5135,0,15521299
2021-10-23,Jammu and Kashmir,331566,326275,4429,0,15914050
2021-10-23,Karnataka,2985598,2938653,38002,29,50031061
2021-10-23,Kerala,4906793,4797409,28229,529,37300674
2021-10-23,Ladakh,20899,20653,208,0,552920
2021-10-23,Lakshadweep,10365,10270,51,44,261873
2021-10-23,Maharashtra,6601551,6433919,139998,3612,61762963
2021-10-23,Meghalaya,83322,81184,1443,0,1135780
2021-10-23,Manipur,123229,120361,1907,0,1353122
2021-10-23,Madhya Pradesh,792740,782138,10523,0,19782872
2021-10-23,Mizoram,116689,107911,405,0,1249566
2021-10-23,Nagaland,31707,29748,679,1030,390454
2021-10-23,Odisha,1037964,1025507,8358,0,21451263
2021-10-23,Punjab,602189,585407,16551,0,15173383
2021-10-23,Puducherry,127674,125362,1855,0,1894509
2021-10-23,Rajasthan,954400,945414,8954,0,14700577
2021-10-23,Sikkim,31868,30960,394,319,258000
2021-10-23,Telangana,670139,662209,3946,0,27281903
2021-10-23,Tamil Nadu,2694089,2644805,36004,0,50176761
2021-10-23,Tripura,84373,83399,813,63,1957787
2021-10-23,India,34174887,33540978,454301,13158,599771320
2021-10-23,Uttar Pradesh,1710082,1687089,22899,0,82319489
2021-10-23,Uttarakhand,343815,330112,7398,6136,7687894
2021-10-23,West Bengal,1585466,1558690,19045,0,18885567
2021-10-24,Andaman and Nicobar Islands,7648,7513,129,0,589097
2021-10-24,Andhra Pradesh,2063577,2044132,14343,0,29264255
2021-10-24,Arunachal Pradesh,55089,54677,280,0,1180648
2021-10-24,Assam,608589,598759,5973,1347,24442945
2021-10-24,Bihar,726058,716359,9661,1,49153285
2021-10-24,Chandigarh,65323,64475,820,0,782125
2021-10-24,Chhattisgarh,1005847,992056,13572,0,13562059
2021-10-24,Delhi,1439603,1414192,25091,0,29032667
2021-10-24,Dadra and Nagar Haveli and Daman and Diu,10681,10642,4,31,72410
2021-10-24,Goa,177886,173983,3358,0,1449373
2021-10-24,Gujarat,826418,816167,10087,0,30599574
2021-10-24,Himachal Pradesh,222569,217256,3718,17,3620659
2021-10-24,Haryana,771157,760981,10049,0,12884394
2021-10-24,Jharkhand,348627,343268,5135,0,15521299
2021-10-24,Jammu and Kashmir,331638,326343,4429,0,15947738
2021-10-24,Karnataka,2985986,2939239,38007,29,50148888
2021-10-24,Kerala,4915331,4808775,28592,529,37379774
2021-10-24,Ladakh,20904,20659,208,0,553093
2021-10-24,Lakshadweep,10365,10270,51,44,261916
2021-10-24,Maharashtra,6602961,6435439,140016,3612,61893695
2021-10-24,Meghalaya,83371,81286,1446,0,1137721
2021-10-24,Manipur,123292,120450,1911,0,1354886
2021-10-24,Madhya Pradesh,792749,782141,10523,0,19901016
2021-10-24,Mizoram,117261,108927,411,0,1255603
2021-10-24,Nagaland,31712,29760,679,1030,390810
2021-10-24,Odisha,1038411,1025917,8362,0,21520424
2021-10-24,Punjab,602209,585429,16551,0,15208301
2021-10-24,Puducherry,127735,125411,1857,0,1897965
2021-10-24,Rajasthan,954402,945417,8954,0,14712620
2021-10-24,Sikkim,31900,30987,394,319,258496
2021-10-24,Telangana,670274,662377,3947,0,27308745
2021-10-24,Tamil Nadu,2695216,2646163,36019,0,50300938
2021-10-24,Tripura,84381,83404,813,63,1961001
2021-10-24,India,34189541,33559586,454743,13160,600769717
2021-10-24,Uttar Pradesh,1710095,1687093,22899,0,82494486
2021-10-24,Uttarakhand,343821,330121,7399,6138,7697771
2021-10-24,West Bengal,1586455,1559518,19055,0,18928189
2021-10-25,Andaman and Nicobar Islands,7648,7514,129,0,590432
2021-10-25,Andhra Pradesh,2063872,2044692,14350,0,29291896
2021-10-25,Arunachal Pradesh,55105,54687,280,0,1181626
2021-10-25,Assam,608915,599055,5978,1347,24493198
2021-10-25,Bihar,726060,716363,9661,1,49266875
2021-10-25,Chandigarh,65325,64476,820,0,783583
2021-10-25,Chhattisgarh,1005872,992066,13572,0,13584411
2021-10-25,Delhi,1439630,1414232,25091,0,29079334
2021-10-25,Dadra and Nagar Haveli and Daman and Diu,10681,10642,4,31,72410
2021-10-25,Goa,177915,174042,3358,0,1452375
2021-10-25,Gujarat,826434,816187,10088,0,30638496
2021-10-25,Himachal Pradesh,222890,217495,3721,17,3629753
2021-10-25,Haryana,771174,760999,10049,0,12897183
2021-10-25,Jharkhand,348659,343329,5135,0,15521299
2021-10-25,Jammu and Kashmir,331698,326433,4430,0,15975291
2021-10-25,Karnataka,2986276,2939647,38017,29,50238852
2021-10-25,Kerala,4921995,4817785,28873,529,37440976
2021-10-25,Ladakh,20908,20663,208,0,553288
2021-10-25,Lakshadweep,10365,10270,51,44,262253
2021-10-25,Maharashtra,6603850,6437025,140028,3613,61978155
2021-10-25,Meghalaya,83384,81351,1446,0,1138734
2021-10-25,Manipur,123333,120534,1913,0,1356166
2021-10-25,Madhya Pradesh,792757,782150,10523,0,19947811
2021-10-25,Mizoram,117419,109702,412,0,1258216
2021-10-25,Nagaland,31726,29768,681,1030,391351
2021-10-25,Odisha,1038836,1026277,8365,0,21585133
2021-10-25,Punjab,602238,585448,16553,0,15221846
2021-10-25,Puducherry,127765,125454,1857,0,1900583
2021-10-25,Rajasthan,954403,945432,8954,0,14717261
2021-10-25,Sikkim,31904,31010,394,319,258704
2021-10-25,Telangana,670453,662481,3949,0,27347333
2021-10-25,Tamil Nadu,2696328,2647504,36033,0,50423638
2021-10-25,Tripura,84386,83412,813,63,1962755
2021-10-25,India,34201393,33575688,455100,13163,601901543
2021-10-25,Uttar Pradesh,1710097,1687101,22899,0,82643131
2021-10-25,Uttarakhand,343832,330137,7399,6140,7708051
2021-10-25,West Bengal,1587260,1560325,19066,0,18957289
2021-10-26,Andaman and Nicobar Islands,7648,7515,129,0,591576
2021-10-26,Andhra Pradesh,2064287,2045276,14356,0,29325840
2021-10-26,Arunachal Pradesh,55114,54697,280,0,1182441
2021-10-26,Assam,609262,599290,5981,1347,24535868
2021-10-26,Bihar,726068,716367,9661,1,49447986
2021-10-26,Chandigarh,65326,64479,820,0,784964
2021-10-26,Chhattisgarh,1005898,992076,13573,0,13608073
2021-10-26,Delhi,1439671,1414257,25091,0,29129536
2021-10-26,Dadra and Nagar Haveli and Daman and Diu,10681,10642,4,31,72410
2021-10-26,Goa,177946,174101,3362,0,1455309
2021-10-26,Gujarat,826464,816205,10088,0,30690456
2021-10-26,Himachal Pradesh,223145,217645,3723,16,3639799
2021-10-26,Haryana,771189,761012,10049,0,12919062
2021-10-26,Jharkhand,348677,343352,5135,0,15521299
2021-10-26,Jammu and Kashmir,331795,326510,4431,0,16010290
